gene_id,loading_comp1_rss,loading_comp2_rss,loading_max,top_time_feature
Nfu_g_1_004844,0.05168283059811093,0.028218672133841466,0.03610933754384422,delta20minus10
Nfu_g_1_009961,0.051535526725765925,0.027428041424345514,0.03779946230694978,w20
Nfu_g_1_022908,0.05151066480709439,0.00822980362269894,0.03701154386716462,w20
Nfu_g_1_012130,0.05143842631115953,0.02657335445117121,0.04035518526494391,w20
Nfu_g_1_014332,0.051379899756196286,0.020082466197620098,0.03427706757779269,delta20minus10
Nfu_g_1_004335,0.05136979981859853,0.010171521806435999,0.0347093529809448,w20
Nfu_g_1_009489,0.051264228809706054,0.015364525463446415,0.03604738580538665,delta20minus10
Nfu_g_1_023076,0.05115079955514056,0.03788030350236868,0.03557124681339588,w20
Nfu_g_1_003740,0.051070613325580515,0.03491400330525511,0.033114943358801815,delta20minus10
Nfu_g_1_023298,0.0510581670805442,0.005037937952147372,0.03643643968895655,w20
Nfu_g_1_010922,0.05105351801628065,0.03894132895391407,0.03612747646699969,w20
Nfu_g_1_017264,0.05097458153181676,0.008360448265206849,0.036494453342434514,delta20minus10
Nfu_g_1_008967,0.0509515881430432,0.025355119362781252,0.038374548486719194,w20
Nfu_g_1_021472,0.05093127319472832,0.03916609094965047,0.033701296963313705,delta20minus10
Nfu_g_1_019255,0.05093093093614385,0.026987772866407255,0.035377519338249085,delta20minus10
Nfu_g_1_015122,0.05062214114927206,0.04314879460450221,0.03651627510238524,w20
Nfu_g_1_021582,0.05054064422768467,0.02235217302605524,0.0347543584269031,delta20minus10
Nfu_g_1_007567,0.05053448599858543,0.015550600164503573,0.03646778451639687,w20
Nfu_g_1_012023,0.050517793746114495,0.02179301763475048,0.03315041428539065,delta20minus10
Nfu_g_1_005126,0.0504662487972323,0.03886219024316365,0.034387953831376855,w20
Nfu_g_1_011840,0.05046463696505945,0.02872418059188972,0.03493701700017249,delta20minus10
Nfu_g_1_012912,0.05046192875888014,0.02588715249983199,0.03469174451117794,delta20minus10
Nfu_g_1_007125,0.0503045675824162,0.0361177213733851,0.034092059704020204,delta20minus10
Nfu_g_1_019840,0.05026852129162146,0.015382747291195712,0.03515553238067299,delta20minus10
Nfu_g_1_022636,0.05026689447810515,0.021444484163875274,0.03450431537162491,delta20minus10
Nfu_g_1_021217,0.050203183114354316,0.023467650384558912,0.03696512488608624,w20
Nfu_g_1_018548,0.05004844476259098,0.051378679672231684,0.04124243406042679,w20
Nfu_g_1_008090,0.049678091733320925,0.006615454155474021,0.03597351770254783,w20
Nfu_g_1_022203,0.04938655015063084,0.03656788699381595,0.0354859572759454,w20
Nfu_g_1_006644,0.04934539449711573,0.032852976934266157,0.033512407938991184,delta20minus10
Nfu_g_1_014026,0.049238079114197454,0.025879628982782465,0.03358561583138912,delta20minus10
Nfu_g_1_017360,0.048914222877703153,0.004816549431073065,0.036127552557153,w20
Nfu_g_1_021332,0.048900239077551866,0.03238331026367813,0.03238501827141341,delta20minus10
Nfu_g_1_013465,0.048893170051893205,0.032959349168325665,0.03319583419989962,delta20minus10
Nfu_g_1_004897,0.048837904441101476,0.008096095726355388,0.03317789380543257,w20
Nfu_g_1_001254,0.04882574305402375,0.015081523137820131,0.03736788336983921,w20
Nfu_g_1_018376,0.04871654929210998,0.0048394163177231725,0.03460232514960862,delta20minus10
Nfu_g_1_018501,0.04864176919908378,0.015541138182076239,0.034841493185394645,delta20minus10
Nfu_g_1_023384,0.04848094894401187,0.04274643449475873,0.03641948992459249,w20
Nfu_g_1_003568,0.04845804244594401,0.03518082903409047,0.038687211720771705,w20
Nfu_g_1_017567,0.04832617768890587,0.022500155374654402,0.03560580149248386,w20
Nfu_g_1_019855,0.048308931948037,0.0351606368053015,0.03327515268519227,delta20minus10
Nfu_g_1_001228,0.04828588755978324,0.027681663505185652,0.0375358423111491,w20
Nfu_g_1_022737,0.048262910580226,0.02981754332226692,0.0373758115005967,w20
Nfu_g_1_011824,0.048248247748274554,0.0310586767903745,0.032762974637173016,delta20minus10
Nfu_g_1_008319,0.048044849693591775,0.03491215344905428,0.031076071474731688,delta20minus10
Nfu_g_1_012618,0.04802801974846654,0.013855248847720861,0.034879297071999965,delta20minus10
Nfu_g_1_002707,0.04794934800056567,0.00923354086360495,0.036403012061697604,w20
Nfu_g_1_003560,0.04775965890525686,0.03633014302037187,0.03677088194683002,w20
