probe_id,loading,abs_loading,gene_title,gene_symbol,gene_id,go_process,go_function
1556072_PM_at,-0.04864458081923437,0.04864458081923437,long intergenic non-protein coding RNA 528,LINC00528,200298,,
225582_PM_at,-0.0486121004787844,0.0486121004787844,"inositol 1,4,5-trisphosphate receptor interacting protein",ITPRIP,85450,,
204958_PM_at,-0.04860251315923544,0.04860251315923544,polo like kinase 3,PLK3,1263,"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest///G1/S transition of mitotic cell cycle///G2/M transition of mitotic cell cycle///Golgi disassembly///apoptotic process///cellular response to DNA damage stimulus///cellular response to DNA damage stimulus///cytoplasmic microtubule organization///endomitotic cell cycle///mitotic G1/S transition checkpoint///mitotic cell cycle checkpoint///negative regulation of apoptotic process///negative regulation of transcription from RNA polymerase II promoter///positive regulation of intracellular protein transport///positive regulation of proteasomal ubiquitin-dependent protein catabolic process involved in cellular response to hypoxia///protein kinase B signaling///protein phosphorylation///regulation of cell division///regulation of cytokinesis///regulation of cytokinesis///regulation of signal transduction by p53 class mediator///response to osmotic stress///response to radiation///response to reactive oxygen species",ATP binding///p53 binding///protein binding///protein serine/threonine kinase activity///protein serine/threonine kinase activity
201502_PM_s_at,-0.04860234070863356,0.04860234070863356,NFKB inhibitor alpha,NFKBIA,4792,"Fc-epsilon receptor signaling pathway///T cell receptor signaling pathway///apoptotic process///cellular response to cold///cellular response to cytokine stimulus///cellular response to organic cyclic compound///cytoplasmic sequestering of NF-kappaB///cytoplasmic sequestering of transcription factor///lipopolysaccharide-mediated signaling pathway///negative regulation of DNA binding///negative regulation of NF-kappaB transcription factor activity///negative regulation of Notch signaling pathway///negative regulation of apoptotic process///negative regulation of lipid storage///negative regulation of macrophage derived foam cell differentiation///negative regulation of myeloid cell differentiation///nucleotide-binding oligomerization domain containing 1 signaling pathway///nucleotide-binding oligomerization domain containing 2 signaling pathway///positive regulation of NF-kappaB transcription factor activity///positive regulation of cellular protein metabolic process///positive regulation of cholesterol efflux///positive regulation of transcription from RNA polymerase II promoter///positive regulation of transcription from RNA polymerase II promoter///protein import into nucleus, translocation///regulation of NF-kappaB import into nucleus///regulation of cell proliferation///response to exogenous dsRNA///response to muramyl dipeptide///response to muscle stretch///stimulatory C-type lectin receptor signaling pathway///toll-like receptor 4 signaling pathway///viral process",NF-kappaB binding///NF-kappaB binding///enzyme binding///heat shock protein binding///identical protein binding///nuclear localization sequence binding///protein binding///protein complex binding///transcription factor binding///ubiquitin protein ligase binding
203045_PM_at,-0.04858620945314492,0.04858620945314492,ninjurin 1,NINJ1,4814,cell adhesion///hyaloid vascular plexus regression///nervous system development///positive regulation of cell-matrix adhesion///tissue regeneration,protein binding
209305_PM_s_at,-0.0482945150153908,0.0482945150153908,growth arrest and DNA damage inducible beta,GADD45B,4616,activation of MAPKK activity///activation of MAPKKK activity///apoptotic process///cell differentiation///multicellular organism development///negative regulation of protein kinase activity///positive regulation of JNK cascade///positive regulation of apoptotic process///positive regulation of p38MAPK cascade///regulation of cell cycle///response to stress,protein binding
205114_PM_s_at,-0.04828221477005366,0.04828221477005366,C-C motif chemokine ligand 3 like 3///C-C motif chemokine ligand 3 like 1///C-C motif chemokine ligand 3,CCL3L3///CCL3L1///CCL3,414062///6349///6348,G-protein coupled receptor signaling pathway///cellular response to interferon-gamma///cellular response to interleukin-1///cellular response to tumor necrosis factor///chemokine-mediated signaling pathway///inflammatory response///inflammatory response///lymphocyte chemotaxis///monocyte chemotaxis///negative regulation of cell proliferation///neutrophil chemotaxis///positive regulation of ERK1 and ERK2 cascade///positive regulation of GTPase activity///positive regulation of inflammatory response///G-protein coupled receptor signaling pathway///cellular response to interferon-gamma///cellular response to interleukin-1///cellular response to tumor necrosis factor///chemokine-mediated signaling pathway///inflammatory response///inflammatory response///lymphocyte chemotaxis///monocyte chemotaxis///negative regulation of cell proliferation///neutrophil chemotaxis///positive regulation of ERK1 and ERK2 cascade///positive regulation of GTPase activity///positive regulation of inflammatory response///G-protein coupled receptor signaling pathway///MAPK cascade///MAPK cascade///T cell chemotaxis///astrocyte cell migration///behavior///calcium ion transport///calcium-mediated signaling///cell activation///cell-cell signaling///cellular calcium ion homeostasis///cellular response to interferon-gamma///cellular response to interleukin-1///cellular response to organic cyclic compound///cellular response to tumor necrosis factor///chemokine-mediated signaling pathway///chemotaxis///cytoskeleton organization///eosinophil chemotaxis///eosinophil degranulation///exocytosis///granulocyte chemotaxis///inflammatory response///lipopolysaccharide-mediated signaling pathway///lymphocyte chemotaxis///macrophage chemotaxis///monocyte chemotaxis///monocyte chemotaxis///negative regulation by host of viral transcription///negative regulation of bone mineralization///negative regulation of gene expression///negative regulation of osteoclast differentiation///neutrophil chemotaxis///osteoblast differentiation///positive chemotaxis///positive regulation of ERK1 and ERK2 cascade///positive regulation of GTPase activity///positive regulation of calcium ion import///positive regulation of calcium ion transport///positive regulation of calcium-mediated signaling///positive regulation of cell migration///positive regulation of gene expression///positive regulation of inflammatory response///positive regulation of inflammatory response///positive regulation of interleukin-1 beta secretion///positive regulation of natural killer cell chemotaxis///positive regulation of neuron apoptotic process///positive regulation of protein kinase B signaling///positive regulation of tumor necrosis factor production///protein kinase B signaling///regulation of cell shape///regulation of sensory perception of pain///release of sequestered calcium ion into cytosol by sarcoplasmic reticulum///response to cholesterol///response to toxic substance///signaling,CCR chemokine receptor binding///chemokine activity///CCR chemokine receptor binding///chemokine activity///CCR1 chemokine receptor binding///CCR5 chemokine receptor binding///calcium-dependent protein kinase C activity///chemoattractant activity///chemokine activity///identical protein binding///kinase activity///phospholipase activator activity///protein binding///protein kinase activity
230052_PM_s_at,-0.0482350902831355,0.0482350902831355,NFKB inhibitor delta,NFKBID,84807,inflammatory response///negative regulation of I-kappaB kinase/NF-kappaB signaling///negative regulation of NF-kappaB transcription factor activity///negative regulation of T cell differentiation in thymus///positive regulation of thymocyte apoptotic process///regulation of transcription from RNA polymerase II promoter,NF-kappaB binding///protein binding///transcription cofactor activity
203471_PM_s_at,-0.04814545035700906,0.04814545035700906,pleckstrin,PLEK,5341,actin cytoskeleton reorganization///cell projection organization///cortical actin cytoskeleton organization///hematopoietic progenitor cell differentiation///integrin-mediated signaling pathway///negative regulation of G-protein coupled receptor protein signaling pathway///negative regulation of calcium-mediated signaling///negative regulation of inositol phosphate biosynthetic process///phosphatidylinositol metabolic process///phospholipase C-inhibiting G-protein coupled receptor signaling pathway///platelet aggregation///platelet aggregation///platelet degranulation///platelet degranulation///positive regulation of actin filament bundle assembly///positive regulation of actin filament depolymerization///positive regulation of inositol-polyphosphate 5-phosphatase activity///positive regulation of integrin activation///positive regulation of platelet activation///protein kinase C signaling///protein secretion by platelet///regulation of cell diameter///ruffle organization///thrombin receptor signaling pathway///vesicle docking involved in exocytosis,"phosphatidylinositol-3,4-bisphosphate binding///protein binding///protein homodimerization activity///protein kinase C binding"
215223_PM_s_at,-0.04814408057425218,0.04814408057425218,"superoxide dismutase 2, mitochondrial",SOD2,6648,age-dependent response to reactive oxygen species///negative regulation of cell proliferation///negative regulation of neuron apoptotic process///negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway///oxidation-reduction process///oxygen homeostasis///protein homotetramerization///regulation of blood pressure///regulation of transcription from RNA polymerase II promoter///release of cytochrome c from mitochondria///removal of superoxide radicals///response to reactive oxygen species///response to superoxide///superoxide metabolic process///vasodilation by acetylcholine involved in regulation of systemic arterial blood pressure,identical protein binding///manganese ion binding///manganese ion binding///superoxide dismutase activity///superoxide dismutase activity
