probe_id,pc2_loading_rss,pc2_max_abs_loading,pc2_dominant_day,gene_title,gene_symbol,gene_id,go_process,go_function
228648_PM_at,0.033898440107135594,0.021337106596108133,D7,leucine rich alpha-2-glycoprotein 1,LRG1,116844,biological_process///brown fat cell differentiation///positive regulation of angiogenesis///positive regulation of endothelial cell proliferation///positive regulation of transforming growth factor beta receptor signaling pathway,molecular_function///transforming growth factor beta receptor binding
205403_PM_at,0.03381241831302727,0.018739086238637112,D0,interleukin 1 receptor type 2,IL1R2,7850,cytokine-mediated signaling pathway///immune response,"interleukin-1 receptor activity///interleukin-1, Type II, blocking receptor activity///protein binding"
241590_PM_at,0.03380716365736112,0.019345082033838418,D0,,,,,
235216_PM_at,0.03379898128865367,0.019733764054307226,D7,establishment of sister chromatid cohesion N-acetyltransferase 1,ESCO1,114799,post-translational protein acetylation///regulation of DNA replication///sister chromatid cohesion,N-acetyltransferase activity///metal ion binding
240232_PM_at,0.03379128985806451,0.020671135354150348,D0,,,,,
215889_PM_at,0.03367251777814124,0.018390472885660595,D7,SKI-like proto-oncogene,SKIL,6498,blastocyst formation///cell cycle arrest///lens fiber cell differentiation///lymphocyte homeostasis///negative regulation of cell differentiation///negative regulation of transcription from RNA polymerase II promoter///negative regulation of transforming growth factor beta receptor signaling pathway///positive regulation of axonogenesis///positive regulation of extrinsic apoptotic signaling pathway via death domain receptors///positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage///regulation of apoptotic process///response to cytokine///spermatogenesis///transforming growth factor beta receptor signaling pathway,"RNA polymerase II core promoter proximal region sequence-specific DNA binding///SMAD binding///chromatin binding///protein binding///transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding"
1568768_PM_s_at,0.033584388374866096,0.02073975488503298,D0,BRE antisense RNA 1,BRE-AS1,100302650,,
226757_PM_at,0.033468160664020495,0.021349035151850944,D0,interferon induced protein with tetratricopeptide repeats 2,IFIT2,3433,apoptotic mitochondrial changes///cellular response to interferon-alpha///defense response to virus///negative regulation of protein binding///positive regulation of apoptotic process///response to virus///response to virus///type I interferon signaling pathway,RNA binding///poly(A) RNA binding///protein binding
232725_PM_s_at,0.03334685343058892,0.022163348212334615,D0,membrane spanning 4-domains A6A,MS4A6A,64231,,
1561615_PM_s_at,0.03330982347853166,0.023842358033431748,D7,solute carrier family 8 member A1,SLC8A1,6546,calcium ion export///calcium ion homeostasis///calcium ion import///calcium ion transmembrane transport///calcium ion transport into cytosol///cardiac muscle cell development///cardiac muscle contraction///cell communication by electrical coupling involved in cardiac conduction///cellular response to cAMP///cellular response to caffeine///cellular response to hypoxia///cellular response to reactive oxygen species///cellular sodium ion homeostasis///cytosolic calcium ion transport///ion transport///membrane depolarization during cardiac muscle cell action potential///muscle contraction///negative regulation of cytosolic calcium ion concentration///positive regulation of bone mineralization///positive regulation of fibroblast migration///positive regulation of the force of heart contraction///regulation of cardiac conduction///regulation of cardiac muscle contraction by calcium ion signaling///regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion///regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion///regulation of cell communication by electrical coupling///regulation of heart rate///regulation of sodium ion transport///regulation of the force of heart contraction///regulation of the force of heart contraction///relaxation of cardiac muscle///relaxation of cardiac muscle///relaxation of smooth muscle///response to ATP///response to drug///response to glucose///response to hydrogen peroxide///response to immobilization stress///response to muscle stretch///response to nutrient///sodium ion export///sodium ion import///sodium ion transmembrane transport///sodium ion transmembrane transport///telencephalon development///vascular smooth muscle contraction,ankyrin binding///ankyrin binding///calcium ion binding///calcium:sodium antiporter activity///calcium:sodium antiporter activity///calcium:sodium antiporter activity///calmodulin binding///cytoskeletal protein binding///ion channel binding///protein binding
203505_PM_at,0.03325931430517997,0.021361678730050567,D0,ATP binding cassette subfamily A member 1,ABCA1,19,"G-protein coupled receptor signaling pathway///anion transmembrane transport///apolipoprotein A-I-mediated signaling pathway///cellular response to cholesterol///cellular response to lipopolysaccharide///cellular response to retinoic acid///cholesterol efflux///cholesterol efflux///cholesterol homeostasis///cholesterol metabolic process///endosomal transport///high-density lipoprotein particle assembly///interleukin-1 beta secretion///intracellular cholesterol transport///lipoprotein metabolic process///lysosome organization///negative regulation of cholesterol storage///negative regulation of macrophage derived foam cell differentiation///peptide secretion///phagocytosis, engulfment///phospholipid efflux///phospholipid efflux///phospholipid homeostasis///phospholipid translocation///platelet dense granule organization///positive regulation of cAMP biosynthetic process///positive regulation of cholesterol efflux///protein lipidation///regulation of Cdc42 protein signal transduction///response to drug///response to laminar fluid shear stress///response to low-density lipoprotein particle///response to nutrient///reverse cholesterol transport","ATP binding///ATPase activity, coupled to transmembrane movement of substances///ATPase binding///anion transmembrane transporter activity///apolipoprotein A-I binding///apolipoprotein A-I receptor activity///apolipoprotein binding///cholesterol binding///cholesterol transporter activity///phospholipid binding///phospholipid transporter activity///protein binding///receptor binding///small GTPase binding///syntaxin binding"
203504_PM_s_at,0.03324568025209154,0.02126087420229525,D0,ATP binding cassette subfamily A member 1,ABCA1,19,"G-protein coupled receptor signaling pathway///anion transmembrane transport///apolipoprotein A-I-mediated signaling pathway///cellular response to cholesterol///cellular response to lipopolysaccharide///cellular response to retinoic acid///cholesterol efflux///cholesterol efflux///cholesterol homeostasis///cholesterol metabolic process///endosomal transport///high-density lipoprotein particle assembly///interleukin-1 beta secretion///intracellular cholesterol transport///lipoprotein metabolic process///lysosome organization///negative regulation of cholesterol storage///negative regulation of macrophage derived foam cell differentiation///peptide secretion///phagocytosis, engulfment///phospholipid efflux///phospholipid efflux///phospholipid homeostasis///phospholipid translocation///platelet dense granule organization///positive regulation of cAMP biosynthetic process///positive regulation of cholesterol efflux///protein lipidation///regulation of Cdc42 protein signal transduction///response to drug///response to laminar fluid shear stress///response to low-density lipoprotein particle///response to nutrient///reverse cholesterol transport","ATP binding///ATPase activity, coupled to transmembrane movement of substances///ATPase binding///anion transmembrane transporter activity///apolipoprotein A-I binding///apolipoprotein A-I receptor activity///apolipoprotein binding///cholesterol binding///cholesterol transporter activity///phospholipid binding///phospholipid transporter activity///protein binding///receptor binding///small GTPase binding///syntaxin binding"
1552772_PM_at,0.03320222810865772,0.01976425446496813,D0,C-type lectin domain family 4 member D,CLEC4D,338339,Fc-gamma receptor signaling pathway///T cell differentiation involved in immune response///adaptive immune response///defense response to bacterium///innate immune response///stimulatory C-type lectin receptor signaling pathway,carbohydrate binding///immunoglobulin receptor binding
236495_PM_at,0.03319308393381208,0.021185019233414152,D7,,,,,
226064_PM_s_at,0.03316320252251584,0.019562175403230447,D1,diacylglycerol O-acyltransferase 2,DGAT2,84649,acylglycerol acyl-chain remodeling///cellular response to oleic acid///cellular triglyceride homeostasis///cholesterol homeostasis///diacylglycerol metabolic process///fat pad development///fatty acid homeostasis///glycerol metabolic process///lipid storage///long-chain fatty-acyl-CoA metabolic process///low-density lipoprotein particle clearance///negative regulation of fatty acid oxidation///positive regulation of gluconeogenesis///positive regulation of triglyceride biosynthetic process///regulation of cholesterol metabolic process///regulation of lipoprotein metabolic process///regulation of plasma lipoprotein particle levels///retinol metabolic process///triglyceride biosynthetic process///triglyceride biosynthetic process///triglyceride biosynthetic process,2-acylglycerol O-acyltransferase activity///diacylglycerol O-acyltransferase activity///diacylglycerol O-acyltransferase activity///diacylglycerol O-acyltransferase activity///protein homodimerization activity///retinol O-fatty-acyltransferase activity
202241_PM_at,0.033066711934949235,0.02015424393706078,D0,tribbles pseudokinase 1,TRIB1,10221,JNK cascade///negative regulation of lipopolysaccharide-mediated signaling pathway///negative regulation of neutrophil differentiation///negative regulation of protein kinase activity///negative regulation of sequence-specific DNA binding transcription factor activity///negative regulation of sequence-specific DNA binding transcription factor activity///negative regulation of smooth muscle cell migration///negative regulation of smooth muscle cell proliferation///positive regulation of eosinophil differentiation///positive regulation of macrophage differentiation///positive regulation of proteasomal ubiquitin-dependent protein catabolic process///positive regulation of proteasomal ubiquitin-dependent protein catabolic process///NOT protein phosphorylation///regulation of MAP kinase activity///response to lipopolysaccharide///response to lipopolysaccharide,NOT ATP binding///mitogen-activated protein kinase kinase binding///protein binding///NOT protein kinase activity///protein kinase inhibitor activity///transcription factor binding///ubiquitin protein ligase binding///ubiquitin-protein transferase regulator activity
207890_PM_s_at,0.03303728859492838,0.017882459094941495,D1,matrix metallopeptidase 25,MMP25,64386,hard palate development///inflammatory response///proteolysis,calcium ion binding///metalloendopeptidase activity///zinc ion binding
229054_PM_at,0.033026578984031246,0.018482252031544875,D0,chromosome 14 open reading frame 181,C14orf181,400223,,
201044_PM_x_at,0.03286611962499777,0.019717487701200544,D7,dual specificity phosphatase 1,DUSP1,1843,cellular response to hormone stimulus///endoderm formation///inactivation of MAPK activity///intracellular signal transduction///mitotic cell cycle arrest///negative regulation of DNA biosynthetic process///negative regulation of ERK1 and ERK2 cascade///negative regulation of MAP kinase activity///negative regulation of MAPK cascade///negative regulation of apoptotic process///negative regulation of meiotic cell cycle///peptidyl-threonine dephosphorylation///peptidyl-tyrosine dephosphorylation///positive regulation of apoptotic process///regulation of apoptotic process///regulation of mitotic cell cycle spindle assembly checkpoint///response to cAMP///response to calcium ion///response to estradiol///response to glucocorticoid///response to hydrogen peroxide///response to light stimulus///response to oxidative stress///response to retinoic acid///response to testosterone,MAP kinase tyrosine/serine/threonine phosphatase activity///growth factor binding///non-membrane spanning protein tyrosine phosphatase activity///protein binding///protein tyrosine/threonine phosphatase activity
228153_PM_at,0.03286242950043932,0.020555154365999254,D7,ring finger protein 144B,RNF144B,255488,apoptotic process///positive regulation of proteasomal ubiquitin-dependent protein catabolic process///protein polyubiquitination///protein polyubiquitination///protein ubiquitination involved in ubiquitin-dependent protein catabolic process,ligase activity///protein binding///ubiquitin conjugating enzyme binding///ubiquitin protein ligase activity///ubiquitin-protein transferase activity///ubiquitin-protein transferase activity///ubiquitin-protein transferase activity///zinc ion binding
232724_PM_at,0.032615318884268496,0.020586479007162487,D0,membrane spanning 4-domains A6A,MS4A6A,64231,,
239827_PM_at,0.03257369191947637,0.021684010837915626,D0,regulator of cell cycle,RGCC,28984,"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest///activation of protein kinase activity///cellular response to hypoxia///complement activation///fibroblast activation///mitotic cell cycle arrest///negative regulation of angiogenesis///negative regulation of blood vessel endothelial cell migration///negative regulation of cell proliferation///negative regulation of cell-cell adhesion mediated by cadherin///negative regulation of cytokine secretion///negative regulation of endothelial cell proliferation///negative regulation of exit from mitosis///negative regulation of fibroblast growth factor production///negative regulation of mitotic cell cycle phase transition///positive regulation of DNA biosynthetic process///positive regulation of cell cycle arrest///positive regulation of collagen biosynthetic process///positive regulation of cyclin-dependent protein serine/threonine kinase activity involved in G1/S transition of mitotic cell cycle///positive regulation of cytokine secretion///positive regulation of endothelial cell apoptotic process///positive regulation of epithelial to mesenchymal transition///positive regulation of epithelial to mesenchymal transition///positive regulation of extracellular matrix assembly///positive regulation of extracellular matrix constituent secretion///positive regulation of gene expression///positive regulation of mitotic nuclear division///positive regulation of sequence-specific DNA binding transcription factor activity///positive regulation of stress fiber assembly///positive regulation of transcription from RNA polymerase II promoter",R-SMAD binding///protein binding///protein kinase activator activity///protein kinase binding///protein kinase binding
210354_PM_at,0.03246476195026176,0.02227502253605487,D0,interferon gamma,IFNG,3458,"CD8-positive, alpha-beta T cell differentiation involved in immune response///T cell receptor signaling pathway///adaptive immune response///antigen processing and presentation///apoptotic process///cell cycle arrest///cell surface receptor signaling pathway///cellular response to interleukin-18///cellular response to lipopolysaccharide///defense response to bacterium///defense response to protozoan///defense response to virus///endoplasmic reticulum unfolded protein response///extrinsic apoptotic signaling pathway///humoral immune response///interferon-gamma-mediated signaling pathway///movement of cell or subcellular component///negative regulation of epithelial cell differentiation///negative regulation of gene expression///negative regulation of growth of symbiont in host///negative regulation of interleukin-17 production///negative regulation of myelination///negative regulation of smooth muscle cell proliferation///negative regulation of transcription from RNA polymerase II promoter///neutrophil apoptotic process///neutrophil chemotaxis///positive regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation involved in immune response///positive regulation of MHC class II biosynthetic process///positive regulation of T cell proliferation///positive regulation of autophagy///positive regulation of calcidiol 1-monooxygenase activity///positive regulation of cell proliferation///positive regulation of chemokine biosynthetic process///positive regulation of epithelial cell migration///positive regulation of establishment of protein localization to plasma membrane///positive regulation of exosomal secretion///positive regulation of fructose 1,6-bisphosphate 1-phosphatase activity///positive regulation of fructose 1,6-bisphosphate metabolic process///positive regulation of gene expression///positive regulation of interleukin-1 beta secretion///positive regulation of interleukin-12 biosynthetic process///positive regulation of interleukin-12 production///positive regulation of interleukin-23 production///positive regulation of interleukin-6 biosynthetic process///positive regulation of isotype switching to IgG isotypes///positive regulation of killing of cells of other organism///positive regulation of membrane protein ectodomain proteolysis///positive regulation of neuron differentiation///positive regulation of nitric oxide biosynthetic process///positive regulation of osteoclast differentiation///positive regulation of peptidyl-serine phosphorylation of STAT protein///positive regulation of peptidyl-serine phosphorylation of STAT protein///positive regulation of smooth muscle cell apoptotic process///positive regulation of synaptic transmission, cholinergic///positive regulation of transcription from RNA polymerase II promoter///positive regulation of tumor necrosis factor (ligand) superfamily member 11 production///positive regulation of tumor necrosis factor production///positive regulation of tyrosine phosphorylation of Stat1 protein///positive regulation of vitamin D biosynthetic process///protein import into nucleus, translocation///regulation of hepatocyte proliferation///regulation of insulin secretion///regulation of interferon-gamma-mediated signaling pathway///regulation of neuronal action potential///regulation of the force of heart contraction///response to drug///response to virus///sensory perception of mechanical stimulus",cytokine activity///interferon-gamma receptor binding
201559_PM_s_at,0.032409453609036694,0.017915552557363334,D1,chloride intracellular channel 4,CLIC4,25932,angiogenesis///apoptotic process///branching morphogenesis of an epithelial tube///cell differentiation///cellular response to calcium ion///chloride transmembrane transport///chloride transport///endothelial cell morphogenesis///establishment or maintenance of apical/basal cell polarity///fertilization///NOT glutathione metabolic process///keratinocyte differentiation///multicellular organism growth///negative regulation of cell migration///regulation of cytoskeleton organization///regulation of ion transmembrane transport///retina vasculature morphogenesis in camera-type eye///vacuolar acidification,chloride channel activity///NOT glutathione transferase activity///protein binding///voltage-gated ion channel activity
230844_PM_at,0.032241935787329215,0.021166610726456397,D0,uncharacterized LOC440934,LOC440934,440934,,
205330_PM_at,0.03224006962789315,0.02316546583354352,D0,"MN1 proto-oncogene, transcriptional regulator",MN1,4330,"biological_process///intramembranous ossification///multicellular organism development///regulation of transcription, DNA-templated///transcription, DNA-templated",molecular_function
216979_PM_at,0.03210925256018043,0.021418276071686147,D0,nuclear receptor subfamily 4 group A member 3,NR4A3,8013,adult behavior///axon guidance///biological_process///cellular respiration///cellular response to catecholamine stimulus///cellular response to corticotropin-releasing hormone stimulus///cellular response to leptin stimulus///common myeloid progenitor cell proliferation///energy homeostasis///fat cell differentiation///gastrulation///hippocampus development///intracellular receptor signaling pathway///mast cell degranulation///mesoderm formation///negative regulation of hydrogen peroxide-induced neuron death///negative regulation of neuron apoptotic process///negative regulation of transcription from RNA polymerase II promoter///neuromuscular process controlling balance///organ regeneration///positive regulation of cardiac muscle hypertrophy///positive regulation of cell cycle///positive regulation of epithelial cell proliferation///positive regulation of fatty acid oxidation///positive regulation of feeding behavior///positive regulation of glucose transport///positive regulation of leukocyte apoptotic process///positive regulation of mast cell activation by Fc-epsilon receptor signaling pathway///positive regulation of mast cell cytokine production///positive regulation of monocyte aggregation///positive regulation of smooth muscle cell proliferation///positive regulation of transcription from RNA polymerase II promoter///pyruvate oxidation///regulation of energy homeostasis///regulation of smooth muscle cell proliferation///regulation of type B pancreatic cell proliferation///response to hydrogen peroxide///semicircular canal morphogenesis///steroid hormone mediated signaling pathway///transcription initiation from RNA polymerase II promoter///vestibular reflex,"DNA binding///RNA polymerase II core promoter proximal region sequence-specific DNA binding///core promoter sequence-specific DNA binding///glucocorticoid receptor binding///histone acetyltransferase binding///protein binding///protein homodimerization activity///protein kinase binding///steroid hormone receptor activity///thyroid hormone receptor activity///transcription coactivator binding///transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding///zinc ion binding"
224327_PM_s_at,0.032029508354785824,0.017258450102864913,D1,diacylglycerol O-acyltransferase 2,DGAT2,84649,acylglycerol acyl-chain remodeling///cellular response to oleic acid///cellular triglyceride homeostasis///cholesterol homeostasis///diacylglycerol metabolic process///fat pad development///fatty acid homeostasis///glycerol metabolic process///lipid storage///long-chain fatty-acyl-CoA metabolic process///low-density lipoprotein particle clearance///negative regulation of fatty acid oxidation///positive regulation of gluconeogenesis///positive regulation of triglyceride biosynthetic process///regulation of cholesterol metabolic process///regulation of lipoprotein metabolic process///regulation of plasma lipoprotein particle levels///retinol metabolic process///triglyceride biosynthetic process///triglyceride biosynthetic process///triglyceride biosynthetic process,2-acylglycerol O-acyltransferase activity///diacylglycerol O-acyltransferase activity///diacylglycerol O-acyltransferase activity///diacylglycerol O-acyltransferase activity///protein homodimerization activity///retinol O-fatty-acyltransferase activity
211668_PM_s_at,0.0319645234662146,0.019434044767921398,D0,"plasminogen activator, urokinase",PLAU,5328,angiogenesis///blood coagulation///cellular response to fluid shear stress///cellular response to glucose stimulus///cellular response to hepatocyte growth factor stimulus///cellular response to hypoxia///cellular response to lipopolysaccharide///cellular response to staurosporine///chemotaxis///embryo implantation///fibrinolysis///neuron death///positive regulation of cell migration///positive regulation of cell proliferation///positive regulation of ovulation///positive regulation of reactive oxygen species metabolic process///positive regulation of smooth muscle cell migration///proteolysis///regulation of cell adhesion mediated by integrin///regulation of hepatocyte proliferation///regulation of receptor activity///regulation of smooth muscle cell migration///regulation of smooth muscle cell-matrix adhesion///regulation of wound healing///response to activity///response to hyperoxia///signal transduction///skeletal muscle tissue regeneration///smooth muscle cell migration///spermatogenesis,protein binding///serine-type endopeptidase activity///serine-type endopeptidase activity
241036_PM_at,0.03185801041367402,0.022917048775267786,D1,,,,,
201464_PM_x_at,0.03166029238685706,0.022793952903129897,D0,"Jun proto-oncogene, AP-1 transcription factor subunit",JUN,3725,"Fc-epsilon receptor signaling pathway///Ras protein signal transduction///SMAD protein import into nucleus///SMAD protein signal transduction///aging///angiogenesis///axon regeneration///cellular response to calcium ion///cellular response to hormone stimulus///cellular response to potassium ion starvation///circadian rhythm///eyelid development in camera-type eye///leading edge cell differentiation///learning///liver development///membrane depolarization///microglial cell activation///monocyte differentiation///negative regulation by host of viral transcription///negative regulation of DNA binding///negative regulation of cell proliferation///negative regulation of neuron apoptotic process///negative regulation of protein autophosphorylation///negative regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress///negative regulation of transcription, DNA-templated///outflow tract morphogenesis///positive regulation by host of viral transcription///positive regulation of DNA replication///positive regulation of DNA-templated transcription, initiation///positive regulation of ERK1 and ERK2 cascade///positive regulation of GTPase activity///positive regulation of cell differentiation///positive regulation of endothelial cell proliferation///positive regulation of epithelial cell migration///positive regulation of fibroblast proliferation///positive regulation of monocyte differentiation///positive regulation of neuron apoptotic process///positive regulation of pri-miRNA transcription from RNA polymerase II promoter///positive regulation of pri-miRNA transcription from RNA polymerase II promoter///positive regulation of smooth muscle cell proliferation///positive regulation of transcription from RNA polymerase II promoter///positive regulation of transcription from RNA polymerase II promoter///positive regulation of transcription, DNA-templated///regulation of cell cycle///regulation of cell death///regulation of cell proliferation///regulation of sequence-specific DNA binding transcription factor activity///release of cytochrome c from mitochondria///response to cAMP///response to cytokine///response to drug///response to hydrogen peroxide///response to lipopolysaccharide///response to mechanical stimulus///response to muscle stretch///response to radiation///transcription from RNA polymerase II promoter///transforming growth factor beta receptor signaling pathway","DNA binding///GTPase activator activity///HMG box domain binding///R-SMAD binding///RNA polymerase II activating transcription factor binding///RNA polymerase II core promoter proximal region sequence-specific DNA binding///RNA polymerase II distal enhancer sequence-specific DNA binding///RNA polymerase II transcription factor activity, sequence-specific DNA binding///cAMP response element binding///chromatin binding///enzyme binding///identical protein binding///poly(A) RNA binding///protein binding///protein heterodimerization activity///protein homodimerization activity///transcription coactivator activity///transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding///transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding///transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding///transcription factor activity, sequence-specific DNA binding///transcription factor binding///transcription regulatory region DNA binding///transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding///transcriptional activator activity, RNA polymerase II transcription factor binding"
201693_PM_s_at,0.0316391102680101,0.02235284936622719,D7,early growth response 1,EGR1,1958,"BMP signaling pathway///T cell differentiation///cellular response to gamma radiation///cellular response to heparin///cellular response to mycophenolic acid///glomerular mesangial cell proliferation///interleukin-1-mediated signaling pathway///negative regulation of canonical Wnt signaling pathway///negative regulation of transcription from RNA polymerase II promoter///positive regulation of glomerular metanephric mesangial cell proliferation///positive regulation of transcription from RNA polymerase II promoter///positive regulation of transcription from RNA polymerase II promoter///positive regulation of transcription from RNA polymerase II promoter///positive regulation of transcription, DNA-templated///regulation of apoptotic process///regulation of protein sumoylation///regulation of transcription from RNA polymerase II promoter in response to hypoxia///response to glucose///response to insulin///skeletal muscle cell differentiation///transcription from RNA polymerase II promoter///type I interferon signaling pathway","DNA binding///RNA polymerase II regulatory region sequence-specific DNA binding///histone acetyltransferase binding///metal ion binding///protein binding///sequence-specific DNA binding///transcription factor activity, sequence-specific DNA binding///transcription regulatory region sequence-specific DNA binding///transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding"
41469_PM_at,0.03162940263969668,0.018566246540516033,D0,peptidase inhibitor 3,PI3,5266,copulation///negative regulation of endopeptidase activity,endopeptidase inhibitor activity///serine-type endopeptidase inhibitor activity
232522_PM_at,0.03162915439374432,0.017952895325968568,D7,,,,,
237542_PM_at,0.03162576557952182,0.02011993838965197,D0,,,,,
1562481_PM_at,0.03161394809289315,0.01903918434173139,D1,PCBP1 antisense RNA 1,PCBP1-AS1,400960,,
202067_PM_s_at,0.0315837042833433,0.019633033590810613,D0,low density lipoprotein receptor,LDLR,3949,cholesterol homeostasis///cholesterol import///cholesterol metabolic process///cholesterol transport///endocytosis///intestinal cholesterol absorption///lipid metabolic process///lipoprotein catabolic process///low-density lipoprotein particle clearance///phospholipid transport///positive regulation of triglyceride biosynthetic process///receptor-mediated endocytosis///regulation of cholesterol homeostasis///regulation of phosphatidylcholine catabolic process///viral entry into host cell,calcium ion binding///clathrin heavy chain binding///glycoprotein binding///identical protein binding///low-density lipoprotein particle binding///low-density lipoprotein receptor activity///protease binding///protein binding///receptor activity///very-low-density lipoprotein particle receptor activity///virus receptor activity
205419_PM_at,0.03156898532012027,0.02022327781456099,D0,G protein-coupled receptor 183,GPR183,1880,B cell activation involved in immune response///G-protein coupled receptor signaling pathway///T cell chemotaxis///T follicular helper cell differentiation///adaptive immune response///dendritic cell chemotaxis///dendritic cell homeostasis///humoral immune response///immune response///leukocyte chemotaxis///mature B cell differentiation involved in immune response///osteoclast differentiation///positive regulation of B cell proliferation///positive regulation of ERK1 and ERK2 cascade///regulation of astrocyte chemotaxis,G-protein coupled receptor activity///oxysterol binding///oxysterol binding
201465_PM_s_at,0.03151433106386852,0.022473148720331387,D0,"Jun proto-oncogene, AP-1 transcription factor subunit",JUN,3725,"Fc-epsilon receptor signaling pathway///Ras protein signal transduction///SMAD protein import into nucleus///SMAD protein signal transduction///aging///angiogenesis///axon regeneration///cellular response to calcium ion///cellular response to hormone stimulus///cellular response to potassium ion starvation///circadian rhythm///eyelid development in camera-type eye///leading edge cell differentiation///learning///liver development///membrane depolarization///microglial cell activation///monocyte differentiation///negative regulation by host of viral transcription///negative regulation of DNA binding///negative regulation of cell proliferation///negative regulation of neuron apoptotic process///negative regulation of protein autophosphorylation///negative regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress///negative regulation of transcription, DNA-templated///outflow tract morphogenesis///positive regulation by host of viral transcription///positive regulation of DNA replication///positive regulation of DNA-templated transcription, initiation///positive regulation of ERK1 and ERK2 cascade///positive regulation of GTPase activity///positive regulation of cell differentiation///positive regulation of endothelial cell proliferation///positive regulation of epithelial cell migration///positive regulation of fibroblast proliferation///positive regulation of monocyte differentiation///positive regulation of neuron apoptotic process///positive regulation of pri-miRNA transcription from RNA polymerase II promoter///positive regulation of pri-miRNA transcription from RNA polymerase II promoter///positive regulation of smooth muscle cell proliferation///positive regulation of transcription from RNA polymerase II promoter///positive regulation of transcription from RNA polymerase II promoter///positive regulation of transcription, DNA-templated///regulation of cell cycle///regulation of cell death///regulation of cell proliferation///regulation of sequence-specific DNA binding transcription factor activity///release of cytochrome c from mitochondria///response to cAMP///response to cytokine///response to drug///response to hydrogen peroxide///response to lipopolysaccharide///response to mechanical stimulus///response to muscle stretch///response to radiation///transcription from RNA polymerase II promoter///transforming growth factor beta receptor signaling pathway","DNA binding///GTPase activator activity///HMG box domain binding///R-SMAD binding///RNA polymerase II activating transcription factor binding///RNA polymerase II core promoter proximal region sequence-specific DNA binding///RNA polymerase II distal enhancer sequence-specific DNA binding///RNA polymerase II transcription factor activity, sequence-specific DNA binding///cAMP response element binding///chromatin binding///enzyme binding///identical protein binding///poly(A) RNA binding///protein binding///protein heterodimerization activity///protein homodimerization activity///transcription coactivator activity///transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding///transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding///transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding///transcription factor activity, sequence-specific DNA binding///transcription factor binding///transcription regulatory region DNA binding///transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding///transcriptional activator activity, RNA polymerase II transcription factor binding"
203691_PM_at,0.03149524945461155,0.017948659303632927,D1,peptidase inhibitor 3,PI3,5266,copulation///negative regulation of endopeptidase activity,endopeptidase inhibitor activity///serine-type endopeptidase inhibitor activity
