probe_id,pc2_loading_rss,pc2_max_abs_loading,pc2_dominant_day,gene_title,gene_symbol,gene_id,go_process,go_function
208304_PM_at,0.017703200513231838,0.011164125568384104,D1,C-C motif chemokine receptor 3,CCR3,1232,adenylate cyclase-modulating G-protein coupled receptor signaling pathway///cell adhesion///cellular defense response///chemokine-mediated signaling pathway///chemotaxis///inflammatory response///positive regulation of angiogenesis///positive regulation of cytosolic calcium ion concentration///positive regulation of endothelial cell proliferation///viral process,C-C chemokine receptor activity///chemokine receptor activity///protein binding
217216_PM_x_at,0.01769584716152782,0.011535299557572367,D1,mutL homolog 3,MLH3,27030,female meiosis I///male meiosis///mismatch repair///protein localization///reciprocal meiotic recombination///synaptonemal complex assembly,ATP binding///ATPase activity///centromeric DNA binding///chromatin binding///mismatched DNA binding///protein binding///satellite DNA binding///single-stranded DNA binding
209840_PM_s_at,0.017683483711266525,0.010291409654714263,D7,leucine rich repeat neuronal 3,LRRN3,54674,,
203819_PM_s_at,0.01761466869718721,0.012143719319732195,D1,insulin like growth factor 2 mRNA binding protein 3,IGF2BP3,10643,anatomical structure morphogenesis///gene expression///mRNA transport///negative regulation of translation///regulation of cytokine biosynthetic process///translation,RNA binding///mRNA 3'-UTR binding///mRNA 5'-UTR binding///nucleotide binding///poly(A) RNA binding///protein binding///translation regulator activity
204115_PM_at,0.01761379134217518,0.011122599155760584,D1,G protein subunit gamma 11,GNG11,2791,G-protein coupled receptor signaling pathway///cellular response to glucagon stimulus///signal transduction,GTPase activity///signal transducer activity
38037_PM_at,0.017576538878862204,0.014647841038493932,D1,heparin binding EGF like growth factor,HBEGF,1839,"ERBB2 signaling pathway///MAPK cascade///cell chemotaxis///epidermal growth factor receptor signaling pathway///muscle organ development///negative regulation of elastin biosynthetic process///peptidyl-tyrosine phosphorylation///phosphatidylinositol phosphorylation///phosphatidylinositol-mediated signaling///positive regulation of GTPase activity///positive regulation of cell growth///positive regulation of cell migration///positive regulation of cell proliferation///positive regulation of keratinocyte migration///positive regulation of protein kinase B signaling///positive regulation of smooth muscle cell proliferation///positive regulation of wound healing///regulation of cell motility///regulation of heart contraction///regulation of phosphatidylinositol 3-kinase signaling///signal transduction///wound healing, spreading of epidermal cells","Ras guanyl-nucleotide exchange factor activity///epidermal growth factor receptor binding///growth factor activity///heparin binding///phosphatidylinositol-4,5-bisphosphate 3-kinase activity///protein tyrosine kinase activity"
1561110_PM_at,0.017573860028036153,0.01040943773133936,D7,uncharacterized LOC102723648,LOC102723648,102723648,,
236194_PM_at,0.017538280087557544,0.010845586399760949,D0,,,,,
230690_PM_at,0.017527023583591348,0.010494027897114431,D1,tubulin beta 1 class VI,TUBB1,81027,spindle assembly,GTP binding///GTPase activity///structural constituent of cytoskeleton
1559188_PM_x_at,0.01751629874492991,0.010172873633294027,D3,"protein kinase, X-linked, pseudogene 1",PRKXP1,441733,,
241621_PM_at,0.017499185460012938,0.016405556390640525,D7,structural maintenance of chromosomes flexible hinge domain containing 1,SMCHD1,23347,chromosome organization///inactivation of X chromosome by DNA methylation,ATP binding
1559186_PM_at,0.017441368569457244,0.011185495272944978,D7,"protein kinase, X-linked, pseudogene 1",PRKXP1,441733,,
233401_PM_at,0.01738143394700308,0.00999002754232471,D1,,,,,
243107_PM_at,0.017363548636191602,0.010424511993675176,D7,,,,,
200962_PM_at,0.01733979271123137,0.009495385496573609,D1,ribosomal protein L31,RPL31,6160,"SRP-dependent cotranslational protein targeting to membrane///cytoplasmic translation///nuclear-transcribed mRNA catabolic process, nonsense-mediated decay///rRNA processing///translation///translational initiation///viral transcription",RNA binding///poly(A) RNA binding///protein binding///structural constituent of ribosome
206110_PM_at,0.01727688969957009,0.011802732613792596,D1,"histone cluster 1, H3h",HIST1H3H,8357,"DNA replication-dependent nucleosome assembly///blood coagulation///cell-cell adhesion///cellular protein metabolic process///chromatin silencing at rDNA///gene silencing by RNA///negative regulation of gene expression, epigenetic///nucleosome assembly///nucleosome assembly///positive regulation of defense response to virus by host///positive regulation of gene expression, epigenetic///protein heterotetramerization///regulation of gene silencing///telomere organization///xenophagy",DNA binding///cadherin binding involved in cell-cell adhesion///histone binding///protein binding///protein heterodimerization activity
231655_PM_x_at,0.01726960078365461,0.010906997228844178,D7,,,,,
216676_PM_x_at,0.017242705983764015,0.010629793036844878,D3,"killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 3",KIR3DL3,115653,,
233217_PM_at,0.01721540319000197,0.010499155163404711,D1,uncharacterized HSPC102,HSPC102,105372274,,
238478_PM_at,0.017184940729407554,0.01120227879200929,D3,basonuclin 2,BNC2,54796,"endochondral bone growth///mesenchyme development///palate development///regulation of transcription, DNA-templated///tongue development///transcription, DNA-templated",DNA binding///metal ion binding
204626_PM_s_at,0.01716634708335726,0.012706284670138637,D1,integrin subunit beta 3,ITGB3,3690,activation of protein kinase activity///angiogenesis involved in wound healing///apolipoprotein A-I-mediated signaling pathway///blood coagulation///cell adhesion///cell growth///cell migration///cell-matrix adhesion///cell-matrix adhesion///cell-substrate adhesion///cell-substrate junction assembly///extracellular matrix organization///heterotypic cell-cell adhesion///integrin-mediated signaling pathway///integrin-mediated signaling pathway///leukocyte migration///mesodermal cell differentiation///negative chemotaxis///negative regulation of lipid storage///negative regulation of lipid transport///negative regulation of lipoprotein metabolic process///negative regulation of low-density lipoprotein particle receptor biosynthetic process///negative regulation of macrophage derived foam cell differentiation///platelet activation///platelet aggregation///platelet degranulation///positive regulation of endothelial cell migration///positive regulation of endothelial cell proliferation///positive regulation of peptidyl-tyrosine phosphorylation///positive regulation of protein phosphorylation///positive regulation of vascular endothelial growth factor receptor signaling pathway///regulation of bone resorption///smooth muscle cell migration///substrate adhesion-dependent cell spreading///tube development///vascular endothelial growth factor receptor signaling pathway///viral entry into host cell///wound healing,contributes_to C-X3-C chemokine binding///cell adhesion molecule binding///coreceptor activity///enzyme binding///extracellular matrix binding///contributes_to fibroblast growth factor binding///fibronectin binding///identical protein binding///contributes_to insulin-like growth factor I binding///contributes_to neuregulin binding///platelet-derived growth factor receptor binding///protease binding///protein binding///protein disulfide isomerase activity///vascular endothelial growth factor receptor 2 binding///vascular endothelial growth factor receptor 2 binding///virus receptor activity
210837_PM_s_at,0.017153608072087108,0.012401833793679398,D0,phosphodiesterase 4D,PDE4D,5144,T cell receptor signaling pathway///adrenergic receptor signaling pathway///adrenergic receptor signaling pathway involved in positive regulation of heart rate///aging///cAMP catabolic process///cAMP catabolic process///cAMP catabolic process///cAMP catabolic process///cAMP-mediated signaling///cellular response to epinephrine stimulus///cellular response to lipopolysaccharide///establishment of endothelial barrier///multicellular organism growth///negative regulation of heart contraction///negative regulation of peptidyl-serine phosphorylation///negative regulation of relaxation of cardiac muscle///neutrophil chemotaxis///positive regulation of interferon-gamma production///positive regulation of interleukin-2 production///positive regulation of interleukin-5 production///regulation of cAMP metabolic process///regulation of cardiac muscle cell contraction///regulation of cell communication by electrical coupling involved in cardiac conduction///regulation of heart rate///regulation of receptor activity///regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum///regulation of ryanodine-sensitive calcium-release channel activity///smooth muscle contraction,"3',5'-cyclic-AMP phosphodiesterase activity///3',5'-cyclic-AMP phosphodiesterase activity///3',5'-cyclic-AMP phosphodiesterase activity///3',5'-cyclic-nucleotide phosphodiesterase activity///ATPase binding///beta-2 adrenergic receptor binding///cAMP binding///drug binding///enzyme binding///ion channel binding///ion channel binding///metal ion binding///protein binding///scaffold protein binding"
236859_PM_at,0.01713863953046548,0.010908000033408676,D0,runt related transcription factor 2,RUNX2,860,"BMP signaling pathway///T cell differentiation///cell maturation///cellular response to BMP stimulus///cellular response to fibroblast growth factor stimulus///chondrocyte development///chondrocyte differentiation///embryonic cranial skeleton morphogenesis///embryonic forelimb morphogenesis///endochondral ossification///hemopoiesis///negative regulation of smoothened signaling pathway///negative regulation of transcription, DNA-templated///neuron differentiation///odontogenesis of dentin-containing tooth///ossification///osteoblast development///osteoblast differentiation///osteoblast differentiation///osteoblast fate commitment///positive regulation of cell proliferation///positive regulation of chondrocyte differentiation///positive regulation of osteoblast differentiation///positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus///positive regulation of transcription, DNA-templated///regulation of cell differentiation///regulation of fibroblast growth factor receptor signaling pathway///regulation of odontogenesis of dentin-containing tooth///regulation of transcription from RNA polymerase II promoter///stem cell differentiation///transcription from RNA polymerase II promoter","ATP binding///RNA polymerase II core promoter proximal region sequence-specific DNA binding///RNA polymerase II core promoter sequence-specific DNA binding///RNA polymerase II transcription factor activity, sequence-specific DNA binding///bHLH transcription factor binding///chromatin binding///histone deacetylase binding///protein binding///protein domain specific binding///repressing transcription factor binding///transcription factor activity, sequence-specific DNA binding///transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding"
240456_PM_at,0.01710052600768806,0.010294928289953549,D1,ankyrin repeat domain 55,ANKRD55,79722,,
209967_PM_s_at,0.017073780506013356,0.012296403047979888,D7,cAMP responsive element modulator,CREM,1390,"cell differentiation///circadian regulation of gene expression///fatty acid metabolic process///glucose metabolic process///glycosphingolipid metabolic process///multicellular organism development///negative regulation of transcription, DNA-templated///positive regulation of transcription from RNA polymerase II promoter///regulation of circadian rhythm///regulation of transcription, DNA-templated///regulation of transcription, DNA-templated///response to cAMP///retinoic acid receptor signaling pathway///signal transduction///spermatogenesis///transcription, DNA-templated","DNA binding///cAMP response element binding protein binding///core promoter sequence-specific DNA binding///protein binding///transcription factor activity, sequence-specific DNA binding"
228195_PM_at,0.017033780565611317,0.011054007374234426,D1,chromosome 2 open reading frame 88,C2orf88,84281,,protein binding///protein kinase A regulatory subunit binding
202219_PM_at,0.016999367445393043,0.011151570590071446,D0,solute carrier family 6 member 8,SLC6A8,6535,biological_process///creatine metabolic process///creatine transmembrane transport///creatine transport///creatine transport///muscle contraction///neurotransmitter transport///sodium ion transmembrane transport///transport,creatine transmembrane transporter activity///creatine:sodium symporter activity///molecular_function///neurotransmitter:sodium symporter activity
222922_PM_at,0.016958164151936,0.009662938555686692,D1,potassium voltage-gated channel subfamily E regulatory subunit 3,KCNE3,10008,negative regulation of delayed rectifier potassium channel activity///positive regulation of voltage-gated calcium channel activity///potassium ion transmembrane transport///regulation of membrane repolarization,ion channel binding///potassium channel regulator activity///protein binding///voltage-gated potassium channel activity
1562608_PM_at,0.016939740987357572,0.01210073469221173,D0,,,,,
1555932_PM_at,0.016920257776962364,0.010614551148691743,D0,testis specific 10,TSGA10,80705,cell projection assembly///spermatogenesis,molecular_function///protein binding
227462_PM_at,0.01685383042056012,0.010253957503905661,D1,endoplasmic reticulum aminopeptidase 2,ERAP2,64167,adaptive immune response///antigen processing and presentation of endogenous peptide antigen via MHC class I///antigen processing and presentation of peptide antigen via MHC class I///peptide catabolic process///proteolysis///regulation of blood pressure,aminopeptidase activity///endopeptidase activity///metalloaminopeptidase activity///metallopeptidase activity///peptide binding///zinc ion binding
202437_PM_s_at,0.016841018713018487,0.011714367939831697,D0,cytochrome P450 family 1 subfamily B member 1,CYP1B1,1545,angiogenesis///arachidonic acid metabolic process///blood vessel morphogenesis///cell adhesion///cellular aromatic compound metabolic process///cellular response to hydrogen peroxide///cellular response to organic cyclic compound///collagen fibril organization///endothelial cell migration///endothelial cell-cell adhesion///epoxygenase P450 pathway///estrogen metabolic process///intrinsic apoptotic signaling pathway in response to oxidative stress///membrane lipid catabolic process///negative regulation of NF-kappaB transcription factor activity///negative regulation of cell adhesion mediated by integrin///negative regulation of cell migration///negative regulation of cell proliferation///nitric oxide biosynthetic process///omega-hydroxylase P450 pathway///oxidation-reduction process///positive regulation of JAK-STAT cascade///positive regulation of angiogenesis///positive regulation of apoptotic process///positive regulation of vascular endothelial growth factor production///regulation of reactive oxygen species metabolic process///response to toxic substance///retinal blood vessel morphogenesis///retinal metabolic process///retinol metabolic process///steroid metabolic process///sterol metabolic process///toxin metabolic process///trabecular meshwork development///visual perception///xenobiotic metabolic process,"aromatase activity///heme binding///heme binding///iron ion binding///monooxygenase activity///monooxygenase activity///oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen///oxygen binding"
1558048_PM_x_at,0.01683081975158239,0.01061246150124476,D0,,,,,
227486_PM_at,0.016791200860666943,0.00887418682684501,D3,5'-nucleotidase ecto,NT5E,4907,AMP catabolic process///DNA metabolic process///adenosine biosynthetic process///brain development///dephosphorylation///leukocyte cell-cell adhesion///negative regulation of inflammatory response///positive regulation of lipid biosynthetic process///purine nucleotide biosynthetic process///purine nucleotide catabolic process///pyrimidine nucleoside catabolic process///response to aluminum ion,5'-nucleotidase activity///5'-nucleotidase activity///ferrous iron binding///nucleotide binding
1552785_PM_at,0.016781628135137314,0.012638070312741764,D7,zinc finger protein 781,ZNF781,163115,"regulation of transcription, DNA-templated///transcription, DNA-templated",DNA binding///metal ion binding
1552389_PM_at,0.016744444861719842,0.010961228620699716,D7,glutamate rich 5,ERICH5,203111,,
200800_PM_s_at,0.016721950609930692,0.010857766764660048,D1,heat shock protein family A (Hsp70) member 1B///heat shock protein family A (Hsp70) member 1A,HSPA1B///HSPA1A,3304///3303,ATP metabolic process///cellular heat acclimation///cellular response to heat///cellular response to oxidative stress///negative regulation of cell death///negative regulation of cell death///negative regulation of extrinsic apoptotic signaling pathway in absence of ligand///negative regulation of inclusion body assembly///negative regulation of protein ubiquitination///positive regulation of NF-kappaB transcription factor activity///positive regulation of gene expression///positive regulation of interleukin-8 production///positive regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway///positive regulation of tumor necrosis factor-mediated signaling pathway///protein refolding///protein stabilization///protein stabilization///NOT regulation of cell death///regulation of cellular response to heat///regulation of protein ubiquitination///viral entry into host cell///ATP metabolic process///DNA repair///cell-cell adhesion///cellular heat acclimation///cellular response to heat///cellular response to oxidative stress///negative regulation of cell death///negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway///negative regulation of extrinsic apoptotic signaling pathway in absence of ligand///negative regulation of inclusion body assembly///negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway///negative regulation of protein ubiquitination///positive regulation of NF-kappaB transcription factor activity///positive regulation of endoribonuclease activity///positive regulation of gene expression///positive regulation of interleukin-8 production///positive regulation of mRNA endonucleolytic cleavage involved in unfolded protein response///positive regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway///positive regulation of tumor necrosis factor-mediated signaling pathway///protein refolding///protein stabilization///protein stabilization///NOT regulation of cell death///regulation of cellular response to heat///regulation of mRNA stability///regulation of protein ubiquitination///telomere maintenance///viral entry into host cell,"ATP binding///ATPase activity///ATPase activity, coupled///C3HC4-type RING finger domain binding///G-protein coupled receptor binding///enzyme binding///heat shock protein binding///histone deacetylase binding///protein binding///protein binding involved in protein folding///receptor binding///ubiquitin protein ligase binding///unfolded protein binding///unfolded protein binding///virus receptor activity///ATP binding///ATPase activity///ATPase activity, coupled///C3HC4-type RING finger domain binding///G-protein coupled receptor binding///cadherin binding involved in cell-cell adhesion///enzyme binding///heat shock protein binding///histone deacetylase binding///protein binding///protein binding involved in protein folding///receptor binding///ubiquitin protein ligase binding///unfolded protein binding///unfolded protein binding///virus receptor activity"
1565937_PM_a_at,0.01670704411964998,0.01112126268949977,D7,LIM domain only 3,LMO3,55885,"negative regulation of ERK1 and ERK2 cascade///positive regulation of fat cell differentiation///positive regulation of glucocorticoid receptor signaling pathway///positive regulation of peroxisome proliferator activated receptor signaling pathway///regulation of transcription, DNA-templated///transcription, DNA-templated",protein binding///zinc ion binding
1553590_PM_at,0.016686900203865807,0.010718451190529997,D7,family with sequence similarity 27 member E3,FAM27E3,100131997,,protein binding
1560999_PM_a_at,0.016680271545061395,0.010641385785004993,D7,,,,,
228766_PM_at,0.016636142541481665,0.012276467495345118,D0,CD36 molecule,CD36,948,"MyD88-dependent toll-like receptor signaling pathway///amyloid fibril formation///antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent///apoptotic cell clearance///blood coagulation///cGMP-mediated signaling///cell adhesion///cell surface receptor signaling pathway///cellular response to diacyl bacterial lipopeptide///cellular response to hydroperoxide///cellular response to lipopolysaccharide///cellular response to lipoteichoic acid///cellular response to low-density lipoprotein particle stimulus///cholesterol import///cholesterol transport///defense response to Gram-positive bacterium///immune response///interleukin-1 beta secretion///intestinal absorption///intestinal cholesterol absorption///lipid metabolic process///lipid storage///lipoprotein transport///lipoprotein transport///long-chain fatty acid import///low-density lipoprotein particle clearance///low-density lipoprotein particle mediated signaling///negative regulation of growth of symbiont in host///negative regulation of transcription factor import into nucleus///negative regulation of transcription from RNA polymerase II promoter///nitric oxide mediated signal transduction///phagocytosis, recognition///plasma lipoprotein particle clearance///platelet degranulation///positive regulation of ERK1 and ERK2 cascade///positive regulation of I-kappaB kinase/NF-kappaB signaling///positive regulation of NLRP3 inflammasome complex assembly///positive regulation of blood coagulation///positive regulation of blood microparticle formation///positive regulation of cell-matrix adhesion///positive regulation of cholesterol storage///positive regulation of cytosolic calcium ion concentration///positive regulation of interleukin-12 production///positive regulation of interleukin-6 production///positive regulation of macrophage cytokine production///positive regulation of macrophage derived foam cell differentiation///positive regulation of peptidyl-tyrosine phosphorylation///positive regulation of phagocytosis, engulfment///positive regulation of reactive oxygen species metabolic process///positive regulation of tumor necrosis factor production///receptor internalization///receptor-mediated endocytosis///regulation of energy homeostasis///regulation of removal of superoxide radicals///response to fatty acid///response to linoleic acid///response to lipid///response to stilbenoid///sensory perception of taste///toll-like receptor TLR6:TLR2 signaling pathway///triglyceride transport",high-density lipoprotein particle binding///lipid binding///lipoprotein particle binding///lipoteichoic acid receptor activity///low-density lipoprotein particle binding///low-density lipoprotein receptor activity///low-density lipoprotein receptor activity///protein binding///thrombospondin receptor activity///transforming growth factor beta binding
214502_PM_at,0.016604850232027905,0.010329896311334305,D7,"histone cluster 1, H2bj",HIST1H2BJ,8970,antibacterial humoral response///defense response to Gram-positive bacterium///innate immune response in mucosa///nucleosome assembly///nucleosome assembly,DNA binding///DNA binding///protein heterodimerization activity
1562321_PM_at,0.016464659420814706,0.009396618316065983,D3,pyruvate dehydrogenase kinase 4,PDK4,5166,cellular response to fatty acid///cellular response to starvation///glucose homeostasis///glucose metabolic process///insulin receptor signaling pathway///negative regulation of anoikis///positive regulation of defense response to virus by host///protein phosphorylation///reactive oxygen species metabolic process///regulation of acetyl-CoA biosynthetic process from pyruvate///regulation of acetyl-CoA biosynthetic process from pyruvate///regulation of bone resorption///regulation of cellular ketone metabolic process///regulation of fatty acid biosynthetic process///regulation of fatty acid oxidation///regulation of glucose metabolic process///regulation of pH///response to starvation///xenophagy,ATP binding///protein kinase activity///pyruvate dehydrogenase (acetyl-transferring) kinase activity///pyruvate dehydrogenase (acetyl-transferring) kinase activity
236871_PM_s_at,0.01644373090230071,0.010277708165547714,D7,IQ motif containing F3,IQCF3,401067,,
242710_PM_at,0.016415386429297695,0.012872681884109647,D1,,,,,
243362_PM_s_at,0.01637204435835995,0.009887353243171797,D7,LEF1 antisense RNA 1,LEF1-AS1,641518,,
207795_PM_s_at,0.016318448456913097,0.008930070535273517,D3,killer cell lectin like receptor D1,KLRD1,3824,cell surface receptor signaling pathway///innate immune response///natural killer cell mediated immunity///regulation of immune response,"MHC class I protein complex binding///MHC class Ib protein binding, via antigen binding groove///carbohydrate binding///protein antigen binding///protein binding///transmembrane signaling receptor activity"
1568249_PM_at,0.01630921744791334,0.010426601390068537,D7,"small nucleolar RNA host gene 17///small nucleolar RNA, H/ACA box 71B",SNHG17///SNORA71B,388796///26776,,
222268_PM_x_at,0.016303750164112098,0.012162594400717567,D7,"mucin 5B, oligomeric mucus/gel-forming",MUC5B,727897,O-glycan processing///defense response to bacterium///regulation of macrophage activation,protein binding
211781_PM_x_at,0.016257746283746818,0.009676528336765246,D3,,,,,
204014_PM_at,0.016228272391428784,0.011953090910691373,D0,dual specificity phosphatase 4,DUSP4,1846,dephosphorylation///endoderm formation///inactivation of MAPK activity///negative regulation of ERK1 and ERK2 cascade///peptidyl-threonine dephosphorylation///peptidyl-tyrosine dephosphorylation,MAP kinase threonine phosphatase activity///MAP kinase tyrosine/serine/threonine phosphatase activity///phosphatase activity///protein tyrosine phosphatase activity///protein tyrosine phosphatase activity///protein tyrosine/threonine phosphatase activity
236353_PM_at,0.016217700256618516,0.009350382219783385,D1,,,,,
1563114_PM_at,0.016180953221516324,0.010808616502136846,D7,ring finger protein 17,RNF17,56163,multicellular organism development///spermatid development,protein homodimerization activity///zinc ion binding
228062_PM_at,0.016177034624969847,0.012495804298831388,D7,nucleosome assembly protein 1 like 5,NAP1L5,266812,nucleosome assembly,
226210_PM_s_at,0.016149189300789422,0.009723797189701275,D0,maternally expressed 3 (non-protein coding),MEG3,55384,,
1555925_PM_at,0.016137515634746243,0.011732507497756312,D7,,,,,
211045_PM_s_at,0.016112143403282663,0.010686156514712289,D7,potassium voltage-gated channel subfamily H member 6,KCNH6,81033,potassium ion transmembrane transport///regulation of ion transmembrane transport///regulation of membrane potential,voltage-gated potassium channel activity
203953_PM_s_at,0.01611200358298111,0.009155487925698943,D7,claudin 3,CLDN3,1365,bicellular tight junction assembly///calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules///epithelial cell morphogenesis///protein heterooligomerization///protein homooligomerization///response to hypoxia///signal transduction,identical protein binding///structural molecule activity///transmembrane signaling receptor activity
235902_PM_at,0.01610928423407663,0.010496229562105627,D7,hect domain and RLD 2 pseudogene 7,HERC2P7,100132101,,
206371_PM_at,0.016108402866702416,0.009353369600472585,D1,folate receptor 3,FOLR3,2352,folic acid transport,folic acid binding
244083_PM_at,0.01606449829330388,0.010328916374983106,D1,,,,,
204751_PM_x_at,0.01599192887248271,0.013004764576300959,D7,desmocollin 2,DSC2,1824,bundle of His cell-Purkinje myocyte adhesion involved in cell communication///cardiac muscle cell-cardiac muscle cell adhesion///cell adhesion///cellular response to starvation///homophilic cell adhesion via plasma membrane adhesion molecules///regulation of heart rate by cardiac conduction///regulation of ventricular cardiac muscle cell action potential,calcium ion binding///cell adhesive protein binding involved in bundle of His cell-Purkinje myocyte communication///protein binding
236944_PM_at,0.01594786376047749,0.008681629116791838,D0,,,,,
1566337_PM_x_at,0.015912674626970998,0.011333746160723263,D7,"CHM like, Rab escort protein 2",CHML,1122,intracellular protein transport///oxidation-reduction process///positive regulation of GTPase activity///protein geranylgeranylation///protein geranylgeranylation///small GTPase mediated signal transduction,GDP-dissociation inhibitor activity///GTPase activator activity///Rab GTPase binding///Rab GTPase binding///oxidoreductase activity
206303_PM_s_at,0.01585418847543031,0.009316840829368218,D7,nudix hydrolase 4,NUDT4,11163,calcium-mediated signaling///cyclic nucleotide metabolic process///cyclic-nucleotide-mediated signaling///inositol phosphate metabolic process///intracellular signal transduction///intracellular transport///regulation of RNA export from nucleus,"diphosphoinositol-polyphosphate diphosphatase activity///inositol bisdiphosphate tetrakisphosphate diphosphatase activity///inositol diphosphate pentakisphosphate diphosphatase activity///inositol diphosphate tetrakisphosphate diphosphatase activity///inositol-1,5-bisdiphosphate-2,3,4,6-tetrakisphosphate 1-diphosphatase activity///inositol-1,5-bisdiphosphate-2,3,4,6-tetrakisphosphate 5-diphosphatase activity///inositol-1-diphosphate-2,3,4,5,6-pentakisphosphate diphosphatase activity///inositol-3,5-bisdiphosphate-2,3,4,6-tetrakisphosphate 5-diphosphatase activity///inositol-3-diphosphate-1,2,4,5,6-pentakisphosphate diphosphatase activity///inositol-5-diphosphate-1,2,3,4,6-pentakisphosphate diphosphatase activity///NOT m7G(5')pppN diphosphatase activity///metal ion binding///protein binding///snoRNA binding"
1566040_PM_at,0.015843751465613627,0.01113801653771282,D7,ankyrin repeat domain 20 family member A2 pseudogene,LOC100288656,100288656,,
235852_PM_at,0.015813163364434415,0.011937215052132018,D3,stonin 2,STON2,85439,hematopoietic progenitor cell differentiation///regulation of endocytosis///synaptic vesicle endocytosis,protein binding
1560642_PM_at,0.015809463958614378,0.01077539121769557,D0,,,,,
1569168_PM_at,0.01580619081343353,0.009393098124767886,D3,,,,,
220000_PM_at,0.015793309026814223,0.009874244797437185,D7,sialic acid binding Ig like lectin 5,SIGLEC5,8778,cell adhesion,carbohydrate binding///protein binding
209160_PM_at,0.015777944970011448,0.009919767120108218,D3,"aldo-keto reductase family 1, member C3",AKR1C3,8644,"G-protein coupled receptor signaling pathway///cellular response to cadmium ion///cellular response to calcium ion///cellular response to corticosteroid stimulus///cellular response to jasmonic acid stimulus///cellular response to prostaglandin D stimulus///cellular response to prostaglandin stimulus///cellular response to reactive oxygen species///cellular response to starvation///cyclooxygenase pathway///daunorubicin metabolic process///doxorubicin metabolic process///farnesol catabolic process///keratinocyte differentiation///male gonad development///multicellular organismal macromolecule metabolic process///negative regulation of retinoic acid biosynthetic process///oxidation-reduction process///oxidation-reduction process///positive regulation of cell death///positive regulation of cell proliferation///positive regulation of cell proliferation///positive regulation of endothelial cell apoptotic process///positive regulation of protein kinase B signaling///positive regulation of reactive oxygen species metabolic process///progesterone metabolic process///prostaglandin metabolic process///prostaglandin metabolic process///protein import into nucleus, translocation///regulation of retinoic acid receptor signaling pathway///regulation of testosterone biosynthetic process///renal absorption///response to nutrient///retinal metabolic process///retinoid metabolic process///retinol metabolic process///steroid metabolic process///testosterone biosynthetic process","15-hydroxyprostaglandin-D dehydrogenase (NADP+) activity///NADP-retinol dehydrogenase activity///alditol:NADP+ 1-oxidoreductase activity///aldo-keto reductase (NADP) activity///androsterone dehydrogenase activity///delta4-3-oxosteroid 5beta-reductase activity///dihydrotestosterone 17-beta-dehydrogenase activity///geranylgeranyl reductase activity///indanol dehydrogenase activity///ketoreductase activity///ketosteroid monooxygenase activity///oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor///phenanthrene 9,10-monooxygenase activity///prostaglandin D2 11-ketoreductase activity///prostaglandin H2 endoperoxidase reductase activity///prostaglandin-F synthase activity///retinal dehydrogenase activity///retinol dehydrogenase activity///testosterone 17-beta-dehydrogenase (NADP+) activity///testosterone dehydrogenase (NAD+) activity///trans-1,2-dihydrobenzene-1,2-diol dehydrogenase activity"
204628_PM_s_at,0.0157769142339266,0.010121754567526724,D1,integrin subunit beta 3,ITGB3,3690,activation of protein kinase activity///angiogenesis involved in wound healing///apolipoprotein A-I-mediated signaling pathway///blood coagulation///cell adhesion///cell growth///cell migration///cell-matrix adhesion///cell-matrix adhesion///cell-substrate adhesion///cell-substrate junction assembly///extracellular matrix organization///heterotypic cell-cell adhesion///integrin-mediated signaling pathway///integrin-mediated signaling pathway///leukocyte migration///mesodermal cell differentiation///negative chemotaxis///negative regulation of lipid storage///negative regulation of lipid transport///negative regulation of lipoprotein metabolic process///negative regulation of low-density lipoprotein particle receptor biosynthetic process///negative regulation of macrophage derived foam cell differentiation///platelet activation///platelet aggregation///platelet degranulation///positive regulation of endothelial cell migration///positive regulation of endothelial cell proliferation///positive regulation of peptidyl-tyrosine phosphorylation///positive regulation of protein phosphorylation///positive regulation of vascular endothelial growth factor receptor signaling pathway///regulation of bone resorption///smooth muscle cell migration///substrate adhesion-dependent cell spreading///tube development///vascular endothelial growth factor receptor signaling pathway///viral entry into host cell///wound healing,contributes_to C-X3-C chemokine binding///cell adhesion molecule binding///coreceptor activity///enzyme binding///extracellular matrix binding///contributes_to fibroblast growth factor binding///fibronectin binding///identical protein binding///contributes_to insulin-like growth factor I binding///contributes_to neuregulin binding///platelet-derived growth factor receptor binding///protease binding///protein binding///protein disulfide isomerase activity///vascular endothelial growth factor receptor 2 binding///vascular endothelial growth factor receptor 2 binding///virus receptor activity
