gene_id,top50_count,top50_frequency,loading_comp1_rss,loading_comp2_rss,loading_max,top_time_feature
Nfu_g_1_001420,1,0.006666666666666667,0.03562138531280018,6.766858363920548e-4,0.0239691624936336,w20
Nfu_g_1_002455,1,0.006666666666666667,0.03543925440853504,0.01674824160385073,0.025657440416320666,w20
Nfu_g_1_002684,1,0.006666666666666667,0.03209513427246116,0.014049640772665347,0.022247977572799994,delta20minus10
Nfu_g_1_002857,1,0.006666666666666667,0.03693180137773546,0.019508958942657598,0.02479695356796341,delta20minus10
Nfu_g_1_003097,1,0.006666666666666667,0.04206163096431061,0.03220418112353447,0.028232267679426888,w20
Nfu_g_1_003608,1,0.006666666666666667,0.020348707450081983,0.04628203462598782,0.03333123623786092,delta20minus10
Nfu_g_1_003834,1,0.006666666666666667,0.032524186450115976,0.027451926997816626,0.022137650030394973,delta20minus10
Nfu_g_1_004056,1,0.006666666666666667,0.036289942122698204,0.015411555511609675,0.02885770538843656,w20
Nfu_g_1_004682,1,0.006666666666666667,0.03571039496582594,0.025001356760756634,0.02582630884592402,w20
Nfu_g_1_004790,1,0.006666666666666667,0.03116521711959442,0.0349262941119143,0.02796835115753045,delta20minus10
Nfu_g_1_005848,1,0.006666666666666667,0.04546122560041137,0.04046325925200288,0.03135047837583835,delta20minus10
Nfu_g_1_006612,1,0.006666666666666667,0.03397028523059707,0.021131552882208783,0.025432529142794574,w20
Nfu_g_1_006903,1,0.006666666666666667,0.03430759473160565,0.006449519423699697,0.026591610821343918,w20
Nfu_g_1_007868,1,0.006666666666666667,0.0407392220849917,0.016769852102741296,0.03263039909622695,w20
Nfu_g_1_008173,1,0.006666666666666667,0.03126989680177667,0.05519140232693135,0.04326116118533968,w20
Nfu_g_1_008486,1,0.006666666666666667,0.02630085737055906,0.052527439463547584,0.036571203238616526,w20
Nfu_g_1_008524,1,0.006666666666666667,0.03379665432051331,0.023127225221072908,0.025477232020463137,w20
Nfu_g_1_009391,1,0.006666666666666667,0.030606825467913306,0.0291572414968954,0.020531984638217527,delta20minus10
Nfu_g_1_009544,1,0.006666666666666667,0.03234665586694925,0.023995215800844346,0.02627147073201098,w20
Nfu_g_1_009584,1,0.006666666666666667,0.036983324008193055,0.03365339098946383,0.02938685649091837,w20
Nfu_g_1_009700,1,0.006666666666666667,0.03618581665160463,0.0250990185705355,0.025872209766689264,delta20minus10
Nfu_g_1_009887,1,0.006666666666666667,0.033206484759266464,0.038082503028481964,0.02741501589661745,delta20minus10
Nfu_g_1_010083,1,0.006666666666666667,0.038299047252759726,0.01949460510600623,0.0271017391087801,w10
Nfu_g_1_010257,1,0.006666666666666667,0.02508373827243227,0.030168877263944776,0.02057011308754599,w20
Nfu_g_1_010383,1,0.006666666666666667,0.025076545269840395,0.07068930617340029,0.04932195094259738,w20
Nfu_g_1_012032,1,0.006666666666666667,0.03981623307133015,0.026107575972008454,0.02716360540385646,delta20minus10
Nfu_g_1_012056,1,0.006666666666666667,0.025872044199431316,0.02758400158158068,0.021415547958221398,w10
Nfu_g_1_012617,1,0.006666666666666667,0.04478556546355286,0.026119875977081836,0.035078310955553145,w20
Nfu_g_1_013270,1,0.006666666666666667,0.03465670897057243,0.051192553503158045,0.03490305104904363,w20
Nfu_g_1_013396,1,0.006666666666666667,0.04198463085948077,0.034103146542351435,0.029538390390757976,delta20minus10
Nfu_g_1_013428,1,0.006666666666666667,0.03798505720709271,0.02738542560937382,0.030644008311286823,delta20minus10
Nfu_g_1_013782,1,0.006666666666666667,0.0384700126543402,0.028468938145391226,0.02976484854186901,w20
Nfu_g_1_013979,1,0.006666666666666667,0.028001549829719467,0.032973072314526924,0.025777918617893025,w20
Nfu_g_1_014607,1,0.006666666666666667,0.038941041086596746,0.025334521243871606,0.03070436342396866,w20
Nfu_g_1_014694,1,0.006666666666666667,0.024186399757923773,0.02373991058194135,0.021092157606226694,delta20minus10
Nfu_g_1_015301,1,0.006666666666666667,0.035353022619086925,0.027338053398780458,0.024367785311678315,w20
Nfu_g_1_015335,1,0.006666666666666667,0.03828314991568707,0.04979492097466032,0.03462633683663924,delta20minus10
Nfu_g_1_015514,1,0.006666666666666667,0.030280514340165883,0.033578063632221974,0.024092257003078786,delta20minus10
Nfu_g_1_016671,1,0.006666666666666667,0.037019337279434954,0.030847017899234913,0.029667832018689645,w20
Nfu_g_1_016889,1,0.006666666666666667,0.03069570960525773,0.004715180704792359,0.023953262357319413,w10
Nfu_g_1_017572,1,0.006666666666666667,0.024929158167458512,0.04287358230843826,0.02873747737752229,w20
Nfu_g_1_017679,1,0.006666666666666667,0.042047796408109406,0.03825324048829731,0.02920280601465596,w20
Nfu_g_1_017748,1,0.006666666666666667,0.037721076252372227,0.05289229244665945,0.03613533452270053,w20
Nfu_g_1_018229,1,0.006666666666666667,0.042236087829732934,0.04608554259944842,0.031446967571274256,delta20minus10
Nfu_g_1_018321,1,0.006666666666666667,0.031088164050795532,0.03773247204554536,0.031001213406315835,delta20minus10
Nfu_g_1_018670,1,0.006666666666666667,0.026751375700656423,0.033938131523191806,0.026577896329965146,w10
Nfu_g_1_018711,1,0.006666666666666667,0.040709876817362906,0.04122358909578706,0.031857240027417355,delta20minus10
Nfu_g_1_019960,1,0.006666666666666667,0.03638875029411165,0.04454316261900305,0.036299453516918725,delta20minus10
Nfu_g_1_020488,1,0.006666666666666667,0.04204691881041212,0.025563225413354134,0.029240705876306936,delta20minus10
Nfu_g_1_021215,1,0.006666666666666667,0.021717618310300935,0.0185897351887815,0.017703112324489147,w10
Nfu_g_1_021272,1,0.006666666666666667,0.04047459759762163,0.03656936593778545,0.028188729214539687,delta20minus10
Nfu_g_1_022286,1,0.006666666666666667,0.029310014724861493,0.009874222826633115,0.021474606407538916,w20
Nfu_g_1_023493,1,0.006666666666666667,0.03900409744982697,0.01565006105745823,0.026172583044454672,delta20minus10
Nfu_g_1_024320,1,0.006666666666666667,0.02378311490782592,0.026977292957848325,0.020788839778555123,w10
Nfu_g_1_024583,1,0.006666666666666667,0.035792015975646234,0.01979701145821495,0.029368600259934957,w10
Nfu_g_1_025977,1,0.006666666666666667,0.03393351848648507,0.01152109287266708,0.02506605646177586,w10
Nfu_g_1_026130,1,0.006666666666666667,0.024327801094122154,0.004774717981660026,0.018911021336913865,w20
