gene,Comp1_loading,Comp2_loading,abs_Comp1,abs_Comp2,in_M178_SREBF1_BTM,sterol_focus_gene
ERMN,-0.003194155913954256,0.021490302776952405,0.003194155913954256,0.021490302776952405,FALSE,FALSE
KLHDC10,0.0031866283530457623,0.01626162924570924,0.0031866283530457623,0.01626162924570924,FALSE,FALSE
LOC100271836 /// LOC100288704 /// LOC440354 /// LOC595101 /// LOC641298 /// SMG1,-0.0031849090089939957,0.01826828500331751,0.0031849090089939957,0.01826828500331751,FALSE,FALSE
CLCN5,-0.0031753194435382515,-0.005503629634557951,0.0031753194435382515,0.005503629634557951,FALSE,FALSE
PLIN2,-0.003173161445194048,0.022581777448671535,0.003173161445194048,0.022581777448671535,FALSE,FALSE
RNF168,0.003173058919369592,-0.012033313336949238,0.003173058919369592,0.012033313336949238,FALSE,FALSE
OR2M4,0.0031695735298249293,-0.015429852988979803,0.0031695735298249293,0.015429852988979803,FALSE,FALSE
RIN2,-0.003167945517748667,0.01514082566384313,0.003167945517748667,0.01514082566384313,FALSE,FALSE
CENPK,0.0031672027242255446,0.013222014798594013,0.0031672027242255446,0.013222014798594013,FALSE,FALSE
HPR,-0.003163434169623983,-0.022691039880805904,0.003163434169623983,0.022691039880805904,FALSE,FALSE
ZNF185,0.0031598747925408737,0.017266874640340674,0.0031598747925408737,0.017266874640340674,FALSE,FALSE
NHSL1,0.0031500337137499086,-0.006506271822079275,0.0031500337137499086,0.006506271822079275,FALSE,FALSE
VPREB3,-0.0031484156352641897,-0.008638596019491929,0.0031484156352641897,0.008638596019491929,FALSE,FALSE
PLEKHA5,0.0031468632847424186,0.012977243797849744,0.0031468632847424186,0.012977243797849744,FALSE,FALSE
ZNF600,-0.0031462483858166585,-0.010188111550554952,0.0031462483858166585,0.010188111550554952,FALSE,FALSE
C1orf220,-0.003135783169065099,-0.012195772320453853,0.003135783169065099,0.012195772320453853,FALSE,FALSE
FSCN1,0.003135517621380445,0.012817501640950694,0.003135517621380445,0.012817501640950694,FALSE,FALSE
ABHD13,-0.0031343566628857077,0.017004921618490963,0.0031343566628857077,0.017004921618490963,FALSE,FALSE
LOC100288507,0.003131322321095962,0.005233950232052813,0.003131322321095962,0.005233950232052813,FALSE,FALSE
GALNTL1,0.0031282741629481176,-0.023972808220518487,0.0031282741629481176,0.023972808220518487,FALSE,FALSE
IGJ,0.0031274256610765933,0.014713229629019248,0.0031274256610765933,0.014713229629019248,FALSE,FALSE
ZNF234,-0.003123209203847128,-0.005026345520198087,0.003123209203847128,0.005026345520198087,FALSE,FALSE
PLA2G4C,-0.0031227634130796566,0.004898038913127869,0.0031227634130796566,0.004898038913127869,FALSE,FALSE
IGLL1 /// IGLL3 /// LOC91316,-0.0031155199103800988,0.007542844144843438,0.0031155199103800988,0.007542844144843438,FALSE,FALSE
SH3RF2,0.003115102684070544,-0.01901507854610404,0.003115102684070544,0.01901507854610404,FALSE,FALSE
PTPLA,0.0031046410700307876,-0.006850778252944108,0.0031046410700307876,0.006850778252944108,FALSE,FALSE
IRAK1BP1,0.0030992132370380493,-0.018576721839827108,0.0030992132370380493,0.018576721839827108,FALSE,FALSE
USP9Y,-0.003091427937129547,-0.0020082915738323503,0.003091427937129547,0.0020082915738323503,FALSE,FALSE
TNFAIP1,-0.003090143574108817,0.005674268575470177,0.003090143574108817,0.005674268575470177,FALSE,FALSE
NINJ2,-0.003079536034638382,0.006905268334481691,0.003079536034638382,0.006905268334481691,FALSE,FALSE
KIF13A,0.0030762150770136092,-0.01811361343479567,0.0030762150770136092,0.01811361343479567,FALSE,FALSE
LOC254128,0.0030748360696322067,-0.004064102730187978,0.0030748360696322067,0.004064102730187978,FALSE,FALSE
LOC100288178,0.0030725482855915947,-0.00920410904154393,0.0030725482855915947,0.00920410904154393,FALSE,FALSE
LYPD3,0.003067269854753263,0.022409411175490914,0.003067269854753263,0.022409411175490914,FALSE,FALSE
HOXD13,-0.0030656458698586422,-0.028824232969451198,0.0030656458698586422,0.028824232969451198,FALSE,FALSE
