gene,Comp1_loading,Comp2_loading,abs_Comp1,abs_Comp2,in_M178_SREBF1_BTM,sterol_focus_gene
GABBR2,0.008041542000402599,-0.0014322872434627946,0.008041542000402599,0.0014322872434627946,FALSE,FALSE
LOC91316,-0.008039694044917126,-0.010727057707204595,0.008039694044917126,0.010727057707204595,FALSE,FALSE
GGTA1,-0.008025133294632772,0.023723841047078566,0.008025133294632772,0.023723841047078566,FALSE,FALSE
TRGV5,0.008024574204535544,-0.006029089746145978,0.008024574204535544,0.006029089746145978,FALSE,FALSE
RIMS1,0.008024008349063642,0.008525267500056317,0.008024008349063642,0.008525267500056317,FALSE,FALSE
PDE11A,0.008023573101044432,0.0034510649322304758,0.008023573101044432,0.0034510649322304758,FALSE,FALSE
GCET2,-0.008022385856490618,-0.017243255302880303,0.008022385856490618,0.017243255302880303,FALSE,FALSE
ERLIN2,-0.008017147415594082,0.014331557894732342,0.008017147415594082,0.014331557894732342,FALSE,FALSE
SLC6A18,0.008004098642218996,-0.005196100272197169,0.008004098642218996,0.005196100272197169,FALSE,FALSE
TNFSF15,0.00800286853545637,-0.004112462985772653,0.00800286853545637,0.004112462985772653,FALSE,FALSE
PEG10,0.008002200127492332,0.006750341249454507,0.008002200127492332,0.006750341249454507,FALSE,FALSE
SCN7A,-0.007998514582828915,-0.010078485754313849,0.007998514582828915,0.010078485754313849,FALSE,FALSE
FOXO3,-0.007990809790583609,-0.009500873457720946,0.007990809790583609,0.009500873457720946,FALSE,FALSE
LOC285835,0.007982636568616816,-0.013482761824434347,0.007982636568616816,0.013482761824434347,FALSE,FALSE
HIVEP1,-0.007980503964204659,0.001135494342638831,0.007980503964204659,0.001135494342638831,FALSE,FALSE
BATF2,-0.007979531230205948,0.007530848571838147,0.007979531230205948,0.007530848571838147,FALSE,FALSE
CCDC123,-0.007978117124203344,-0.021842571328688522,0.007978117124203344,0.021842571328688522,FALSE,FALSE
KCTD11,-0.007976395477092207,-0.012952655977260297,0.007976395477092207,0.012952655977260297,FALSE,FALSE
C17orf59,0.0079705728971708,0.014116306443984332,0.0079705728971708,0.014116306443984332,FALSE,FALSE
RHO,0.007967851110016261,0.005779307997223338,0.007967851110016261,0.005779307997223338,FALSE,FALSE
